"cliente","LTV","Deal","Revenue Share","Servico extra","corretagem","lt"
Distribuidora Coimbra(Coimbra Importacao E Exportacao Ltda ),210000.0,210000.0,,,,21
Grupo Bom Pastor(Bom Pastor Convenios E Planos Assistenciais Ltda )(Companhia Nacional De Planos Assistenciais Ltda),210000.0,210000.0,,,,30
Parana Equipamentos S A,210000.0,210000.0,,,,42
Play Serviços(Play Servicos Intermediacao De Negocios Ltda ),210000.0,210000.0,,,,14
Salmon Software(Salmon Software),210000.0,210000.0,,,,21
Vitamin Factory(G-Action Industria E Comercio De Suplementos Alimentares Ltda),209000.0,209000.0,,,,11
Rica,206500.0,206500.0,,,,59
Denise Corretora(Denise Corretora),206400.0,206400.0,,,,24
Omnia Group,205145.87,192500.0,,,12645.87,55
Grupo Dm10(Dm10 Solucoes Em Tecnologia Ltda ),205100.0,196100.0,9000.0,,,49
Brasil Soluções Automotivas.(Brasil Soluções Automotivas.),204000.0,204000.0,,,,34
Induspower(Induspower Automacao Paineis E Servicos Ltda ),204000.0,204000.0,,,,22
Nelogica Sistemas De Software Ltda(Nelogica Sistemas De Software Ltda ),204000.0,204000.0,,,,4
Clínica Popular De Picos,203600.0,203600.0,,,,50
Profine Brasil Comercio De Artefatos Plasticos Ltda.(Profine Brasil Comercio De Artefatos Plasticos Ltda.),203043.75,203043.75,,,,15
Grunn (Grunn + Lf Equipamentos Do Brasil Ltda),202500.0,202500.0,,,,45
Predigna(Predigna Planos Assistenciais S.A),201500.0,201500.0,,,,13
Copygreen Outsourcing,201300.0,201300.0,,,,61
Arvensis Cosméticos,201000.0,201000.0,,,,67
Revista Agranja,201000.0,201000.0,,,,38
Imepac(Instituto De Administracao & Gestao Educacional Ltda),200000.0,200000.0,,,,20
Supermercados Madrid Ltda(Supermercados Madrid I Ltda ),200000.0,200000.0,,,,10
Visao Alimentos(Visao Alimentos E Comercio Ltda),200000.0,200000.0,,,,8
Vanessa Arroyo Tmx Ltda(Vanessa Arroyo Tmx Ltda),199976.0,199976.0,,,,8
Nova Xs Tecnologia(Nova Xs Tecnologia Da Informacao Ltda),199922.69999999992,199922.69999999992,,,,19
Hospital Adventista De São Paulo| (Instituicao Paulista Adventista De Educ E Ass Social),199500.0,199500.0,,,,21
Sportbras(Nazih Ahmad Bazaani Comercio De Roupas )(Nazih Ahmad Bazaani Comercio De Roupas),199100.0,199100.0,,,,25
Instituto Genoma(Instituto Genoma Ltda ),199000.0,199000.0,,,,41
Via Pe(Trivia Calcados Eireli ),198700.0,197500.0,,1200.0,,43
Titanium Comercio De Pecas(Titanium Comercio De Pecas Eireli ),198569.95,148500.0,50069.950000000004,,,33
Multibar(Multibar Comercio De Produtos Para Hoteis E Restaurantes Ltda ),198120.0,198120.0,,,,26
Cmm Andaimes Industria E Comercio De Equipamentos Para Construção Civil Ltda.(Cmm Andaimes Industria E Comercio De Equipamentos Para Construção Civil Ltda.),198000.0,198000.0,,,,44
Energ Geradores(Energ Geradores Servicos E Engenharia Ltda),198000.0,198000.0,,,,22
Sandro Magaldi,198000.0,198000.0,,,,33
The Brazilian Report(The Brazilian Report Comunicacao Ltda ),198000.0,198000.0,,,,44
Cvc Turismo | Cvc Brasil Operadora E Agência De Viagens S.A.,197500.0,197500.0,,,,16
Medtwins Cursos E Treinamento Ltda(Medtwins Cursos E Treinamento Ltda),197260.58,194000.0,3260.58,,,17
Aesses/Df(Associacao Dos Especialistas Em Saude Da Secretaria De Estado De Saude Do Distrito Federal ),197200.0,197200.0,,,,34
Star Man Net(Star Man Net Provedora De Internet Ltda),197000.0,197000.0,,,,22
Studio Metal Madeira(Studio Metal Madeira Comercio Eireli ),196500.0,196500.0,,,,31
Leme Artigos Automotivos Ltda(Leme Artigos Automotivos Ltda),196368.6,196368.6,,,,6
Gertec(Gertec Brasil Ltda ),196000.0,196000.0,,,,22
Moveis Brasil De Coracao(Moveis Artesanais Brasil De Coracao Ltda ),196000.0,196000.0,,,,28
Mundo Invest - Ewz Capital (Ilha Forte Corretora De Seguros Ltda ),196000.0,196000.0,,,,22
Stock Up,195900.0,195900.0,,,,52
Liax(Liax Tecnologia Da Informacao Ltda),195750.0,195750.0,,,,15
"4e Equipamentos Para Caminhões Ltda(4e Equipamentos Para Caminhoes Ltda)",195000.0,195000.0,,,,15
Brama Materiais Para Construcoes Ltda(Brama Materiais Para Construcoes Ltda ),195000.0,195000.0,,,,33
Carmen Steffens | E-Commerce(Couroquimica Couros E Acabamentos Ltda Em Recuperacao Judicial ),195000.0,195000.0,,,,15
Grupo Portuga(Mkt Ltda),195000.0,195000.0,,,,3
Mamma Mia (Jplp Empreendimentos Ltda )(Mamma Mia Food Service Comercio De Alimentos Ltda),195000.0,195000.0,,,,23
Rede Mais Postos De Abastecimentos(Rede Mais Comercio De Combustiveis Ltda ),194400.0,194400.0,,,,36
Elegante Industria E Comercio Ltda(Elegante Industria E Comercio Ltda),194000.0,194000.0,,,,18
Acai Box Franqueadora Ltda(Acai Box Franqueadora Ltda),193480.0,177480.0,16000.0,,,9
Sedep Brasil(Sedep Servico De Entrega De Despachos E Publicacoes Ltda),193400.0,193400.0,,,,19
Grupo Colina (Colina Dos Ipes - Comercio E Administracao De Planos E Assistencia Funeral Ltda),193220.0,193220.0,,,,24
Squid Securitizadora(Squid Servicos Financeiros Ltda ),193000.0,193000.0,,,,30
Ecosul Metais(Ecosul Metais Ltda ),192560.0,190560.0,,2000.0,,35
Snc Indústria De Cosméticos Ltda(Snc Indústria De Cosméticos Ltda),192400.0,192400.0,,,,13
Danilla Foods Brasil Ltda(Danilla Foods Brasil Ltda),192000.0,192000.0,,,,24
Egrégora Migrantion(Egregora Servicos Administrativos Ltda),192000.0,192000.0,,,,16
Jc Kids(Jc Brothers Imp Exp De Brinquedos Ltda),192000.0,192000.0,,,,16
Nox Trading Ltda(Nox Trading Ltda),191925.0,191925.0,,,,19
Br Did(Br Tech Tecnologia Em Sistemas Ltda),191801.5,191801.5,,,,11
Grupo Ergo(Banana Comercio De Alimentos E Bebidas Ltda),191799.0,191799.0,,,,9
Led Expert(Wgt Web Global Traders Comercio Exterior Digital Ltda ),191612.47,181000.0,10612.47,,,31
Beehive Pay(Beehive Pagamentos Inteligentes Ltda),191000.0,191000.0,,,,9
Sistema Sigma(Sistema Sigma Ltda),190404.5,182476.0,7928.5,,,11
Acesso Comunicação(Codigo De Comunicacao Digital Ltda ),190000.0,190000.0,,,,19
Atualle Divisórias(Lavoro Moveis Eireli ),190000.0,190000.0,,,,38
D-Saas Tecnologia Em Desenvolvimento De Software Ltda(Neo-Tagus Industrial Ltda.),190000.0,190000.0,,,,20
Duloren Moda Íntima || Ptk Representacoes Ltda(Ptk Representacoes Ltda ),190000.0,190000.0,,,,19
Exathum Centro De Estudos E Aulas Particulares(Exatics Centro De Estudos E Aulas Particulares Ltda )(Exatics Centro De Estudos E Aulas Particulares Ltda),190000.0,190000.0,,,,19
Grupo Urbam(Clean Eco Transporte E Recolhimento De Residuos Ltda ),190000.0,190000.0,,,,38
Instituto Gerando Falcões(Instituto Gerando Falcões ),190000.0,190000.0,,,,20
Tulipababy(Moveis Get Ltda ),189660.0,189660.0,,,,34
Damalo Participacoes Societarias(Damalo Participacoes Societarias Ltda ),189000.0,189000.0,,,,13
Micropic Telecom(Micropic Ltda ),188800.0,188800.0,,,,28
Francisco Gaiga - Sociedade Individual De Advocacia(Francisco Gaiga - Sociedade Individual De Advocacia),188351.0,188351.0,,,,7
Solution Services(	Solution'S Outsourcing - Servicos Terceirizados Ltda ),188000.0,188000.0,,,,47
Concessionária Chevrolet Autus(Autus Comercial Distribuidora Ltda ),187000.0,187000.0,,,,34
Gold Tassel Programas Universitarios(Gold Tassel Programas Universitarios Ltda.),187000.0,187000.0,,,,20
Carara Assessoria(Altamir Carara & Cia Ltda),186500.0,186500.0,,,,20
Amandine (Amandine Comercio Varejista De Calcados E Acessorios Ltda),186385.0,186385.0,,,,37
Artrend(L & F Comercio E Industria De Moveis Ltda),186126.19999999995,186126.19999999995,,,,13
"Btl Brasil(Btl Brasil Comercio, Importacao E Exportacao Ltda )(Btl Brasil Comercio, Importacao E Exportacao Ltda )",186000.0,186000.0,,,,31
Marchon(Marchon Brasil Ltda),186000.0,186000.0,,,,31
Primeset(Fabio Luchesi)(Fabio Luchesi),185850.0,185850.0,,,,15
G2 Tecnologia(G2 Tecnologia),185149.0,185149.0,,,,17
Md Health (Md Health Servicos Multidisciplinares S.A. ),185000.0,185000.0,,,,10
Menino Da Porteira Hotéis(Americo Buti Comercio E Turismo Ltda ),185000.0,185000.0,,,,37
World Pneus,185000.0,185000.0,,,,36
Fox Importadora.Com.Br(An Comercio Digital Ltda ),184680.0,184680.0,,,,34
Grendene S/A | Franqueadora | Expansão De Franquias (Grendene S A ),184300.0,160000.0,24300.0,,,16
Orthopride |(Franqueadora)(Op Franchising Participacoes S.A. ),184000.0,184000.0,,,,47
Imperio Das Tintas(Beija Flor Comercio De Tintas Ltda),183889.0,183889.0,,,,10
Educativa Paulista(Cs/Educacional S/A)(Cs/Educacional S/A.),183671.28999999995,182836.61999999994,834.67,,,17
"Wfaccioli(W. Faccioli Comercio, Consultoria E Assessoria Ltda )",183435.0,183435.0,,,,28
Melldin(Owem Pay Intermediadora De Pagamentos Ltda),183233.0,183233.0,,,,6
Ativa Motos Ltda(Ativa Motos Ltda),183000.0,180000.0,3000.0,,,20
Camainbox(J.J Max Agroindustrial Ltda),183000.0,183000.0,,,,19
F.Marine Industria E Comercio De Produtos Nauticos Em Recuperacao Judicial Ltda(F.Marine Industria E Comercio De Produtos Nauticos Em Recuperacao Judicial Ltda),182250.0,182250.0,,,,9
Brasline(Brasiline Informática Ltda )(Brasiline Informática Ltda ),182000.0,182000.0,,,,28
Renov,182000.0,182000.0,,,,57
Sigbol(Moda Brasil Comercial Ltda),182000.0,182000.0,,,,13
Escape Hotel(Genius Eventos E Entretenimentos Ltda),181639.9,158600.0,,23039.9,,13
Smartmaq Industria E Comercio De Maquinas Ltda(Smartmaq Industria E Comercio De Maquinas Ltda ),181500.0,181500.0,,,,33
Teenflex(Teen Flex Inddustria E Comercio De Materiais Eletricos Ltda),181202.0,181202.0,,,,14
Bonjour Flores(Marcela M. De Menezes Floricultura ),181000.0,181000.0,,,,38
Berlanda (Db S.A Comercio De Moveis E Eletrodomesticos),180500.0,180500.0,,,,22
"Strax Aesthetics (Jade Holdings Group, Llc )",180214.4,180214.4,,,,4
Norte Refrigeração(Norte Refrigeração Ltda ),180000.0,180000.0,,,,45
Nwgroup Investimentos(Nw Negocios Investimentos E Solucoes Ltda ),180000.0,180000.0,,,,23
Osten Moove Investimentos E Participacoes S/A(Osten Moove Investimentos E Participacoes S/A),180000.0,180000.0,,,,9
Pizzaria Famiglia Comercio De Alimentos Ltda(Pizzaria Famiglia Comercio De Alimentos Ltda ),180000.0,180000.0,,,,27
Unifev(Fundacao Educacional De Votuporanga),180000.0,180000.0,,,,9
Cia Do Médico(Gcc - Gestao De Consultorios Compartilhados Ltda),179838.0,179838.0,,,,13
Gavea Imobi Santos(Gavea Imobi Santos Ltda ),179500.0,179500.0,,,,43
Scc Check(Scc - Sistema De Consulta De Credito Ltda),179400.0,179400.0,,,,13
M Kenko Produtos Terapeuticos Ltda(M Kenko Produtos Terapeuticos Ltda ),178500.0,178500.0,,,,39
Servgela Brindes (Perondini Comercio De Brindes E Impressões A Laser Ltda),178500.0,178500.0,,,,17
Unica(F & F Refrigeracao Ltda ),178200.0,178200.0,,,,14
Usonet(Usonet Internet Tecnologic Eireli )(Usonet Servicos Em Tecnologia Ltda.),177850.0,177850.0,,,,46
Topway(Topway Comercio E Distribuicao Ltda ),177709.53,94500.0,81289.53,,1920.0,27
Cutelaria D'Avila(Cutelaria D'Avila Industria E Comercio Ltda ),177500.0,126000.0,51500.0,,,28
Grupo Hel Corporativo(Hel Corporativo Producoes E Eventos Ltda ),177000.0,177000.0,,,,33
Paulo Makoto(Construtora Paulo Makoto Ltda),176400.0,176400.0,,,,10
Ecopontes (Ecopontes - Sistemas Estruturais Sustentaveis Ltda),176386.34,175000.0,,,1386.3400000000001,35
Ceara Motos Ltda(Ceara Motos Ltda ),176250.0,163500.0,,12750.0,,32
"123 Milhas 3º(123 Viagens E Turismo Ltda )",176029.44,176029.44,,,,6
Condomínio Pátio Savassi(Condominio Patio Savassi),176000.0,176000.0,,,,25
Leds Indoor (D. C. Lima),176000.0,176000.0,,,,46
Olyra(Olyra Servicos E Comercio Ltda),176000.0,176000.0,,,,16
Rei Do Rodapé(Rei Do Rodape Importacao E Exportacao De Pisos E Rodapes Ltda ),176000.0,176000.0,,,,44
Bsm - Gestao De Saude Medico Hospitalar Ambulatorial Ltda(Bsm - Gestao De Saude Medico Hospitalar Ambulatorial Ltda),175500.0,175500.0,,,,27
Implantec Odontologia,175500.0,175500.0,,,,39
Zaeli Alimentos(Zaeli Alimentos Ltda),175500.0,175500.0,,,,9
Distriferro Produtos Siderurgicos Ltda(Distriferro Produtos Siderurgicos Ltda ),175000.0,175000.0,,,,35
Lumavi Rio Preto Industria E Comercio De Luminarias - Eireli,175000.0,175000.0,,,,51
Mais Cabello(Bem Estar Saude Capilar Ltda),175000.0,175000.0,,,,4
Starstore,174919.01,130000.0,44919.009999999995,,,16
Oficina Dos Sabores(Oficina Dos Sabores),174755.0,174755.0,,,,14
Economic Saúde (Economic Apart Salas Ltda),173310.0,173310.0,,,,46
Kelldrin Industrial Ltda(Kelldrin Industrial Ltda),173030.0,173030.0,,,,11
Tecnoarte  Solução Conclínica(Tecnoarte Informatica Ltda ),173000.0,173000.0,,,,34
Sebratel(Sebratel Tecnologia Ltda ),172900.0,172900.0,,,,19
Calhas E Esquadrias Antonio Carlos(Calhas Antonio Carlos Ltda ),172600.0,172600.0,,,,36
Kotai Project(Livre Da Matrix Treinamentos Ltda),172500.0,172500.0,,,,5
Ma Hospitalar (Monteiro Antunes Insumos Hospitalares Sociedade Anonima),172500.0,172500.0,,,,23
Vento Leste(Vento Leste Editora E Publicacoes - Eireli ),172000.0,172000.0,,,,33
Wave Solutions(New Wave Tecnologia Em Informatica Ltda ),172000.0,172000.0,,,,43
Spe Consorcio Cortel Sp S.A(Spe Consorcio Cortel Sp S.A),171479.0,171479.0,,,,7
Ajl Comercio Atacadista De Ferragens E Ferramentas Ltda(Ajl Comercio Atacadista De Ferragens E Ferramentas Ltda),171280.0,171280.0,,,,32
Vilani Prime Consultoria Imobiliaria Ltda(Vilani Prime Consultoria Imobiliaria Ltda),171197.87,97600.0,,,73597.87,9
Complexo Salvatore - Jardim Da Paz(M Goulart Empreendimentos Eireli)(Salvatore Servicos Funerarios Ltda),171045.0,170600.0,445.0,,,14
"Speed Car(Speed Car Industria, Comercio, Exportacao E Importacao De Rodas Ltda )",171000.0,171000.0,,,,38
Super Diesel Pecas E Servicos(Super Diesel Comercio De Pecas Automotivas Ltda ),170841.79000000007,170466.79000000007,,,375.0,36
Rlx Fluidos Refrigerantes,170234.72,161000.0,,,9234.72,46
Iservice - Assistencia Tecnica(Iservice Comercio De Produtos De Telefonia E Comunicacao Ltda ),170200.0,170000.0,200.0,,,17
"4x4 Acessorios Import Ltda(4x4 Acessorios Import Ltda)",170100.0,170100.0,,,,16
"3r Comercio De Acessorios Ltda.(3r Comercio De Acessorios Ltda.)",170000.0,170000.0,,,,34
Duren Equipamentos Industriais (Duren Equipamentos Industriais Eireli ),170000.0,170000.0,,,,36
Itcore Soluções Em Tec De Informática Ltda.(Itcore Soluções Em Tec De Informática Ltda.),170000.0,170000.0,,,,17
Cilia Tecnologia(Cilia Tecnologia S.A.),169962.0,169962.0,,,,14
Eaiburguer | Pdv | Topdown (Fast Food Premium Ltda - Atendimento ),169200.0,169200.0,,,,7
Philos Cultural(Renata Aparecida Bezerra Ferraz Dos Santos Producoes),169000.0,169000.0,,,,4
Softwares(Iberwan Do Brasil Informatica Ltda),168864.69,167500.0,1364.69,,,15
Fapes Saude(Abes - Associacao Brasileira Em Estudos Na Area Da Saude ),168827.0,168000.0,827.0,,,25
Intex Caps Group(Intex Comercio De Cosmeticos E Suplementos Ltda),168376.0,168376.0,,,,4
Maxi Grua(R A Marques Grua ),168000.0,168000.0,,,,28
Moura Solucoes Em Tecnologia E Engenharia(Erick Moura Da Silva ),168000.0,168000.0,,,,42
Play Servicos Intermediacao De Negocios Ltda(Play Servicos Intermediacao De Negocios Ltda),168000.0,168000.0,,,,24
Eurico Negocios Imobiliarios(Eurico Negocios Imobiliarios Ltda ),167500.0,167500.0,,,,44
Gold Smile Odontologia Ltda(Gold Smile Odontologia Ltda ),167500.0,167500.0,,,,27
Grupo Pele Recife(Pele Dermatologia 1 Recife Ltda ),167500.0,167500.0,,,,47
Sibelle Modas(Sibelle Alves De Assis Antoniazzi ),167500.0,165000.0,,2500.0,,33
Salute Investimentos(Salute Atividades De Intermediacao E Agenciamento Ltda ),167300.0,167300.0,,,,44
Gnatus(Gnatus Produtos Medicos E Odontologicos Ltda ),167200.0,167200.0,,,,13
Apoa Comercio De Roupa Feminina (Apoa Comercio De Roupa Feminina Ltda ),167055.0,167055.0,,,,32
Tecnisan Sistemas Operacionais De Saneamento Eireli(Tecnisan Sistemas Operacionais De Saneamento Eireli ),166724.28,166500.0,,,224.28,37
R1 Motors E Blindados(Auto Smart Comercio De Veiculos Ltda)(Auto Smart Comercio De Veiculos Ltda),166610.0,166610.0,,,,10
Farmacro (Farmacro Participacoes Ltda ),166500.0,166500.0,,,,37
Grupo Brinox(Brinox Metalúrgica S.A ),166500.0,166500.0,,,,37
Instituto Quadrix(Instituto Quadrix ),166500.0,166500.0,,,,37
Renovar Ideias(Renovar Ideias ),166500.0,166500.0,,,,37
Oue Sushi(Logan Reformas Ltda),166376.0,166376.0,,,,14
Imobiliaria Marques & Leao(Grupo M&L Negocios Imobiliarios Ltda ),166273.0,166273.0,,,,35
"Sun 21 Distribuidora(L & F Comercio, Projetos E Consultoria Ltda)",166222.44,122472.0,19911.010000000002,4650.0,19189.43,8
Lake Industria De Produtos Quimicos Sa(Lake Industria De Produtos Quimicos Sa),166146.0,166146.0,,,,18
Pet Mom(Brunner Monique Giacomin ),165889.37,159000.0,6889.37,,,33
Autonomoz Technologies(Autonomoz Technologies Ltda),165600.0,165600.0,,,,24
Panda Network(Panda Tecnologia Da Informacao Ltda),165500.0,165500.0,,,,32
Tm Logistica E.M. Transporte E Logistica Ltda(E.M. Transporte E Logistica Ltda),165200.0,165200.0,,,,18
Elevato Materiais De Construcao E Decoracao,165000.0,165000.0,,,,30
Gv Comercio Locacoes Representacoes E Transportes Especiais Ltda(Gv Comercio Locacoes Representacoes E Transportes Especiais Ltda ),165000.0,165000.0,,,,33
Movimak Equipamentos Para Logistica(Movimak Equipamentos Para Logistica Eireli ),165000.0,165000.0,,,,33
Visto.Bio(Laboratorio Vistobio Ltda ),165000.0,165000.0,,,,11
Avance Equipamentos E Acessorios De Saude E Estetica Ltda(Avance Equipamentos E Acessorios De Saude E Estetica Ltda ),164700.0,164700.0,,,,32
Colegio Visao(Cury E Domingos Ltda ),164687.5,164687.5,,,,27
Tcar Imports(T-Car Comercio De Veiculos Ltda),164618.0,164618.0,,,,13
Pello Menos Franchising Ltda,164200.0,164200.0,,,,43
Rap In Cena(Chivas Entretenimento Ltda),164000.0,164000.0,,,,20
Bubble Box| Franchising (Bubble Box Comercio E Locacao De Maquinas Ltda ),163550.0,118000.0,45550.0,,,29
San Domingos Empreendimentos Imobiliarios Ltda(San Domingos Empreendimentos Imobiliarios Ltda ),162800.0,162800.0,,,,31
Leguede Acessorios(Leguede Acessorios Ltda),162759.21999999994,118618.87999999995,44140.34,,,16
Ludwig Industria De Moveis Ltda(Ludwig Industria De Moveis Ltda ),162500.0,162500.0,,,,25
Rafael Langhoff(Rafael Langhoff I ),162500.0,162500.0,,,,13
Pope Treinamentos Ltda(Pope Treinamentos Ltda),162400.0,162400.0,,,,36
"7qualit(7qualit Desenvolvimento De Software Eireli )",162000.0,162000.0,,,,36
Agra Motors Comercio De Veiculos Ltda(Agra Motors Comercio De Veiculos Ltda),162000.0,162000.0,,,,18
Angella De Carvalho Lemos (Angella De Carvalho Lemos  ),162000.0,162000.0,,,,27
Caf Maquinas (Assessoria)(Caf Maquinas Industria Ltda ),162000.0,162000.0,,,,27
Dog In Box(Pet Dog Inbox Ltda ),162000.0,162000.0,,,,30
Educare Apoio Tecnico Pedagogico Ltda,162000.0,162000.0,,,,54
Paraiso Implementos Rodoviarios Ltda(Paraiso Implementos Rodoviarios Ltda ),162000.0,162000.0,,,,26
Petroserv(Petroserv Comercio De Derivados De Petroleo Ltda),162000.0,162000.0,,,,18
Serve Minas Servicos Gerais,162000.0,162000.0,,,,18
Sn Quiropraxia Ltda(Sn Quiropraxia Ltda),162000.0,162000.0,,,,15
Tropical Grupo Empresarial(Tropical Madeiras Ltda ),162000.0,162000.0,,,,36
Vpr Corretagem De Seguros(Vpr Corretagem De Seguros Ltda ),161900.0,161900.0,,,,34
Qualycon Alimentos(Qualycon Alimentos Ltda ),161700.0,161700.0,,,,42
Studio E Estetica Vanessa Cabral Ltda(Studio E Estetica Vanessa Cabral Ltda )(Studio E Estetica Vanessa Cabral Ltda ),161500.0,161500.0,,,,27
Joalheria Mesquita(Joalheria Mesquita Ltda ),161250.0,161250.0,,,,43
Unique Instituicao De Pagamentos Eletronicos Ltda(Unique Instituicao De Pagamentos Eletronicos Ltda),160500.0,160500.0,,,,23
Punta Cana Em Português(Punta Cana Em Português),160330.0,160330.0,,,,19
"5by5(5by5 - Consultoria Em Ti Ltda.)",160000.0,160000.0,,,,20
A. J. C. Veiculos E Servicos Ltda,160000.0,160000.0,,,,8
Amorim Coutinho Engenharia E Construcoes Ltda(Amorim Coutinho Engenharia E Construcoes Ltda ),160000.0,160000.0,,,,40
"Associacao Nacional Dos Fabricantes De Ceramica Para Revestimentos, Loucas Sanitarias E Congeneres(Associacao Nacional Dos Fabricantes De Ceramica Para Revestimentos, Loucas Sanitarias E Congeneres )",160000.0,160000.0,,,,32
Dr Filipe Damasceno(Filipe Damasceno Varizes E Estetica Vascular Ltda ),160000.0,160000.0,,,,33
Infobell(Metadata Teleinformatica Ltda ),160000.0,160000.0,,,,40
Open Mind(Al Ferreira Junior Servicos Administrativos )(Open Mind Coaching E Assessoria Empresarial Eireli),160000.0,160000.0,,,,8
Rede De Farmacias Ultra Descontão(Ultradescontao Do Brasil Ltda ),160000.0,160000.0,,,,32
Tesa Móveis(Mepin Comercio Varejista De Moveis Ltda),160000.0,160000.0,,,,16
Woli Tec E Gestão.(Woli Tecnologia E Gestao Ltda ),160000.0,160000.0,,,,24
Total Grass(L.G.B. Eiras Ltda),159548.0,159548.0,,,,13
Cubos Lagos,159100.0,159100.0,,,,59
Globalvac Indústria E Comércio De Máquinas(Globalvac Indústria E Comércio De Máquinas),159005.0,159005.0,,,,5
Rewood Madeira Ecológica(Rewood Industria E Comercio De Produtos Sustentaveis Eireli ),158922.4,158922.4,,,,12
